,Factor0,Factor1,individual importance,individual lower quartile,individual median,individual std,individual upper quartile,individual whiskerhi,individual whiskerlo,total importance,total lower quartile,total median,total std,total upper quartile,total whiskerhi,total whiskerlo
27,compare_water_availability,desire_social_presence,0.0022019647494431263,0.0002252343830411219,0.0004454875969624942,0.004762492319374011,0.0014758000240324095,0.002989733499825685,1.6535929332865806e-05,0.012202544588759322,0.00648840765996817,0.011083024391715938,0.007705876391086871,0.016607776174170766,0.01578138692685498,0.0013437112851492285
28,compare_water_availability,homophily_age,0.00252696856096113,0.00020634329612511442,0.0012527140913852187,0.0032637871556852344,0.0032012254425970083,0.007312746376753432,1.7990625921813975e-05,0.016817621778697688,0.00530669740773771,0.011291490366510563,0.01765038682096232,0.02335990892926882,0.028417957378768836,0.0009314466729540938
29,compare_water_availability,homophily_agricultural_productivity,0.003179749071932407,0.00030857359244059585,0.0016331785241708364,0.00450641314289777,0.0034054327316699624,0.003871886840416568,6.1007268610121986e-05,0.015604013093486264,0.008756710061242623,0.012501039115592777,0.01204183633745012,0.018723485670035827,0.017741723209234134,0.0017804025391364785
30,compare_yeild,compare_yeild,0.009357979194670931,0.0038216532529508503,0.009448102888495718,0.007382580136547781,0.01226621211049949,0.016805471130496637,0.0006252116496259945,0.009357979194670931,0.0038216532529508503,0.009448102888495718,0.007382580136547781,0.01226621211049949,0.016805471130496637,0.0006252116496259945
31,compare_yeild,desire_migration,0.010701344801377109,0.0029200368391004918,0.00682396288333801,0.010580560061782807,0.015369751075443458,0.033736744978751336,0.000744116220148206,0.04391041037999459,0.02107093804245951,0.028548297739618794,0.03574016221162555,0.05641232778917714,0.05214162569466031,0.004705937622487116
32,compare_yeild,desire_social_presence,0.0009720209030964235,0.00020447081922069182,0.0005695524758940653,0.001069377808170167,0.0015011917086787114,0.0025609594647005036,2.6814811993692693e-05,0.014583186874227671,0.006897391595117755,0.01370235788797686,0.008676252593666554,0.018946531104861816,0.01867185916463416,0.003941429913452548
33,compare_yeild,homophily_age,0.0022926969358009804,0.000796080719842142,0.0016241966071968753,0.0019879580912960802,0.003722919870840595,0.006986743657506574,0.00014365816270779834,0.02019393628535259,0.013383523991110192,0.01597879240246519,0.013070107826486734,0.02152776550681637,0.01568417982328059,0.004152065195106943
34,compare_yeild,homophily_agricultural_productivity,0.003575355384652282,0.0003641670184462974,0.0019911441377211047,0.0041209311903449295,0.0054737780256967974,0.007642960953129093,0.00010922275997805573,0.019610205538021192,0.009330857783240836,0.012618488979067068,0.01569505392374737,0.026134510210918768,0.028530175523459538,0.0023422847851947474
35,desire_migration,desire_migration,0.023851086383946545,0.006906103326745464,0.012247087095147177,0.02914122022927511,0.025238123116676288,0.04473382377236277,0.0022687026519733525,0.023851086383946545,0.006906103326745464,0.012247087095147177,0.02914122022927511,0.025238123116676288,0.04473382377236277,0.0022687026519733525
36,desire_migration,desire_social_presence,0.004090126666465401,0.0013989211146212097,0.0032461309866211236,0.004326089304167449,0.00458557515510576,0.0057445889685338175,0.00043852097223003245,0.032194399826872264,0.012265899278369099,0.02378728717710115,0.03297517723816293,0.029598765551588545,0.029864965807286023,0.006214301480631842
37,desire_migration,homophily_age,0.011411607968945976,0.0023550935442703514,0.006643927509451718,0.018579340590216643,0.011268428602449558,0.020596121938151152,0.0008897967230278975,0.04380595450777321,0.017552168420462002,0.023259303095691616,0.04152359131665934,0.054327989796009175,0.054470508053618104,0.009373469156039373
38,desire_migration,homophily_agricultural_productivity,0.006094838910353562,0.0017733889572481255,0.0029830717550136587,0.009359575392420437,0.0048647188157613635,0.0055455499002351975,0.00014986641718077248,0.03662279625299809,0.0117923517764656,0.02270755163138718,0.03349938085653608,0.047653302454623195,0.03801825947157689,0.004603280517345427
39,desire_social_presence,desire_social_presence,0.004253186776460317,0.000762893644738398,0.0024510627258938706,0.0048696599050260725,0.005249121225534475,0.007777124873833462,0.00028096299852471034,0.004253186776460317,0.000762893644738398,0.0024510627258938706,0.0048696599050260725,0.005249121225534475,0.007777124873833462,0.00028096299852471034
40,desire_social_presence,homophily_age,0.0010268430508508883,0.00022215716100693343,0.00046795619622167287,0.001253814959697885,0.0011442492319035566,0.0013550938268367216,1.1474739042745135e-05,0.013823289982191888,0.003767109433499005,0.008085958924338504,0.01603772964361749,0.01737328205122051,0.02083186571481461,0.0008784755838560699
41,desire_social_presence,homophily_agricultural_productivity,0.0010153533037376107,0.00017727715887612693,0.00031551141338801987,0.0014055972603200806,0.0008322556765124069,0.0011327676599127128,7.806750069024387e-05,0.011945411038895905,0.004656380295264206,0.0077130255071426995,0.012475392787049544,0.011743273217647319,0.00988130194634449,0.0009406219757444765
42,homophily_age,homophily_age,0.00854326015488068,0.0012546203586595748,0.00290460388442766,0.013937577786208095,0.008154295803461374,0.014915310010946795,0.000208154177053604,0.00854326015488068,0.0012546203586595748,0.00290460388442766,0.013937577786208095,0.008154295803461374,0.014915310010946795,0.000208154177053604
43,homophily_age,homophily_agricultural_productivity,0.0007627435782210311,0.00018014659746961825,0.0005274859627877645,0.0009759020576603095,0.0008202494709268674,0.0016687716735456115,6.777533442496367e-05,0.015982874691799688,0.0063241963592574274,0.01009579542958958,0.014175467784374332,0.01979262203677571,0.019190175097489704,0.002339761126590993
44,homophily_agricultural_productivity,homophily_agricultural_productivity,0.006676870958697978,0.001299252324992861,0.003242396684003269,0.008423622056354609,0.007583418306742097,0.00786161612430683,8.714239307726028e-05,0.006676870958697978,0.001299252324992861,0.003242396684003269,0.008423622056354609,0.007583418306742097,0.00786161612430683,8.714239307726028e-05
